Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-20 08:39:34,2022-07-20 08:39:36,1.462s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-20 08:39:36,2022-07-20 08:39:59,23.655s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-20 08:39:59,2022-07-20 08:40:02,2.747s,PASSED
"setText(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/input_Email_form-control""), ""kp3skp.dev@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-20 08:40:02,2022-07-20 08:40:03,0.794s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-20 08:40:03,2022-07-20 08:40:03,0.473s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/button_Sign In""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:03,2022-07-20 08:40:04,0.454s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:04,2022-07-20 08:40:05,0.928s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/a_Projects""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:05,2022-07-20 08:40:07,2.506s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-dashboarduser/button_Dashboard""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:07,2022-07-20 08:40:08,0.968s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-ai-proctoring-dashboard/span_Master Event""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:08,2022-07-20 08:40:11,2.541s,PASSED
"setText(findTestObject(""Object Repository/tc37/Page_soca-ai-proctoring-dashboard/input_Event Name_event_name""), ""Ujian"")",Chrome 103.0.5060.114,,,2022-07-20 08:40:11,2022-07-20 08:40:12,1.430s,PASSED
"setText(findTestObject(""Object Repository/tc37/Page_soca-ai-proctoring-dashboard/input_Event Type_event_type""), ""Semester"")",Chrome 103.0.5060.114,,,2022-07-20 08:40:12,2022-07-20 08:40:13,0.773s,PASSED
"click(findTestObject(""Object Repository/tc36/Page_soca-ai-proctoring-dashboard/textarea_Description_description""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-20 08:40:13,2022-07-20 08:40:13,0.392s,PASSED
"click(findTestObject(""Object Repository/tc37/Page_soca-ai-proctoring-dashboard/button_Submit""))",Chrome 103.0.5060.114,,,2022-07-20 08:40:13,2022-07-20 08:40:14,0.378s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-20 08:40:14,2022-07-20 08:40:14,0.744s,PASSED
