Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/input_Password_form-control mb-2""), Keys.chord(ENTER))",Chrome 103.0.5060.114,,,2022-07-15 10:59:05,2022-07-15 10:59:05,0.383s,PASSED
"click(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 10:59:05,2022-07-15 10:59:06,0.685s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 10:59:06,2022-07-15 10:59:06,0.684s,PASSED
,,,,,,,
Test Cases/TC_04,Chrome 103.0.5060.114,,,2022-07-15 10:59:06,2022-07-15 10:59:15,8.807s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 10:59:06,2022-07-15 10:59:08,1.186s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 10:59:08,2022-07-15 10:59:09,1.256s,PASSED
"click(findTestObject(""Object Repository/tc04/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 10:59:09,2022-07-15 10:59:12,3.385s,PASSED
"setText(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Email_form-control""), ""qwerty@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 10:59:12,2022-07-15 10:59:13,0.691s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""nbPRAawFRnE="")",Chrome 103.0.5060.114,,,2022-07-15 10:59:13,2022-07-15 10:59:13,0.400s,PASSED
"sendKeys(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Password_form-control mb-2""), Keys.chord(ENTER))",Chrome 103.0.5060.114,,,2022-07-15 10:59:13,2022-07-15 10:59:14,0.342s,PASSED
"click(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 10:59:14,2022-07-15 10:59:14,0.696s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 10:59:14,2022-07-15 10:59:15,0.660s,PASSED
