Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/tc02/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 10:53:33,2022-07-15 10:53:34,0.830s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 10:53:34,2022-07-15 10:53:35,0.652s,PASSED
,,,,,,,
Test Cases/TC_03,Chrome 103.0.5060.114,,,2022-07-15 10:53:35,2022-07-15 10:53:42,7.529s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 10:53:35,2022-07-15 10:53:36,1.170s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 10:53:36,2022-07-15 10:53:37,1.068s,PASSED
"click(findTestObject(""Object Repository/tc03/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 10:53:37,2022-07-15 10:53:40,2.297s,PASSED
"setText(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/input_Email_form-control""), ""qwerty@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 10:53:40,2022-07-15 10:53:40,0.702s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-15 10:53:40,2022-07-15 10:53:41,0.402s,PASSED
"sendKeys(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/input_Password_form-control mb-2""), Keys.chord(ENTER))",Chrome 103.0.5060.114,,,2022-07-15 10:53:41,2022-07-15 10:53:41,0.349s,PASSED
"click(findTestObject(""Object Repository/tc03/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 10:53:41,2022-07-15 10:53:42,0.714s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 10:53:42,2022-07-15 10:53:42,0.638s,PASSED
,,,,,,,
Test Cases/TC_04,Chrome 103.0.5060.114,,,2022-07-15 10:53:42,2022-07-15 10:53:50,7.416s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 10:53:43,2022-07-15 10:53:44,1.174s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 10:53:44,2022-07-15 10:53:45,1.143s,PASSED
"click(findTestObject(""Object Repository/tc04/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 10:53:45,2022-07-15 10:53:47,2.165s,PASSED
"setText(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Email_form-control""), ""qwerty@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 10:53:47,2022-07-15 10:53:48,0.674s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""nbPRAawFRnE="")",Chrome 103.0.5060.114,,,2022-07-15 10:53:48,2022-07-15 10:53:48,0.389s,PASSED
"sendKeys(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/input_Password_form-control mb-2""), Keys.chord(ENTER))",Chrome 103.0.5060.114,,,2022-07-15 10:53:48,2022-07-15 10:53:49,0.336s,PASSED
"click(findTestObject(""Object Repository/tc04/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 10:53:49,2022-07-15 10:53:49,0.696s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 10:53:49,2022-07-15 10:53:50,0.639s,PASSED
