Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:08,2022-07-15 11:07:09,0.681s,PASSED
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:09,2022-07-15 11:07:10,0.669s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:10,2022-07-15 11:07:10,0.380s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:10,2022-07-15 11:07:11,0.482s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:11,2022-07-15 11:07:11,0.689s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:07:11,2022-07-15 11:07:12,0.674s,PASSED
,,,,,,,
Test Cases/TC_12,Chrome 103.0.5060.114,,,2022-07-15 11:07:12,2022-07-15 11:07:24,12.362s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:07:12,2022-07-15 11:07:14,1.972s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:14,2022-07-15 11:07:16,1.500s,PASSED
"click(findTestObject(""Object Repository/tc12/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:16,2022-07-15 11:07:18,2.289s,PASSED
"click(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:18,2022-07-15 11:07:19,0.698s,PASSED
"click(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/input_Fullname_form-control""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-15 11:07:19,2022-07-15 11:07:19,0.520s,PASSED
"setText(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:19,2022-07-15 11:07:20,0.701s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:07:20,2022-07-15 11:07:20,0.394s,PASSED
"setText(findTestObject(""tc12/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:20,2022-07-15 11:07:21,0.663s,PASSED
"setText(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:21,2022-07-15 11:07:22,0.678s,PASSED
"setText(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:22,2022-07-15 11:07:22,0.684s,PASSED
"click(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:22,2022-07-15 11:07:23,0.369s,PASSED
"click(findTestObject(""Object Repository/tc12/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:23,2022-07-15 11:07:23,0.506s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:07:23,2022-07-15 11:07:24,1.147s,PASSED
,,,,,,,
Test Cases/TC_13,Chrome 103.0.5060.114,,,2022-07-15 11:07:24,2022-07-15 11:07:37,12.853s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:07:25,2022-07-15 11:07:27,2.348s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:27,2022-07-15 11:07:28,1.139s,PASSED
"click(findTestObject(""Object Repository/tc13/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:28,2022-07-15 11:07:31,2.451s,PASSED
"click(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:31,2022-07-15 11:07:31,0.839s,PASSED
"setText(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:31,2022-07-15 11:07:32,0.803s,PASSED
"click(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/input_Email_form-control""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-15 11:07:32,2022-07-15 11:07:33,0.360s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:07:33,2022-07-15 11:07:33,0.404s,PASSED
"setText(findTestObject(""tc13/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:33,2022-07-15 11:07:34,0.660s,PASSED
"setText(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:34,2022-07-15 11:07:34,0.708s,PASSED
"setText(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:34,2022-07-15 11:07:35,0.705s,PASSED
"click(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:35,2022-07-15 11:07:35,0.367s,PASSED
"click(findTestObject(""Object Repository/tc13/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:35,2022-07-15 11:07:36,0.502s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:07:36,2022-07-15 11:07:37,1.142s,PASSED
,,,,,,,
Test Cases/TC_14,Chrome 103.0.5060.114,,,2022-07-15 11:07:37,2022-07-15 11:07:49,11.402s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:07:37,2022-07-15 11:07:39,1.179s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:39,2022-07-15 11:07:40,1.182s,PASSED
"click(findTestObject(""Object Repository/tc14/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:40,2022-07-15 11:07:42,2.604s,PASSED
"click(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:42,2022-07-15 11:07:43,0.722s,PASSED
"setText(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:43,2022-07-15 11:07:44,0.817s,PASSED
"setText(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:44,2022-07-15 11:07:45,0.784s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:07:45,2022-07-15 11:07:45,0.394s,PASSED
"setText(findTestObject(""tc14/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:45,2022-07-15 11:07:46,0.699s,PASSED
"setText(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:46,2022-07-15 11:07:46,0.657s,PASSED
"click(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:46,2022-07-15 11:07:47,0.404s,PASSED
"click(findTestObject(""Object Repository/tc14/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:47,2022-07-15 11:07:47,0.503s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:07:47,2022-07-15 11:07:49,1.237s,PASSED
,,,,,,,
Test Cases/TC_15,Chrome 103.0.5060.114,,,2022-07-15 11:07:49,2022-07-15 11:08:01,12.230s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:07:49,2022-07-15 11:07:50,1.183s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:50,2022-07-15 11:07:52,1.877s,PASSED
"click(findTestObject(""Object Repository/tc15/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:52,2022-07-15 11:07:55,2.672s,PASSED
"click(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:55,2022-07-15 11:07:55,0.710s,PASSED
"setText(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:55,2022-07-15 11:07:56,0.800s,PASSED
"setText(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:56,2022-07-15 11:07:57,0.690s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:07:57,2022-07-15 11:07:57,0.388s,PASSED
"click(findTestObject(""tc15/Page_soca-dashboarduser/input_Position_form-control""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-15 11:07:57,2022-07-15 11:07:58,0.379s,PASSED
"setText(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:58,2022-07-15 11:07:58,0.674s,PASSED
"setText(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:07:58,2022-07-15 11:07:59,0.647s,PASSED
"click(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:59,2022-07-15 11:07:59,0.356s,PASSED
"click(findTestObject(""Object Repository/tc15/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:07:59,2022-07-15 11:08:00,0.578s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:08:00,2022-07-15 11:08:01,0.997s,PASSED
,,,,,,,
Test Cases/TC_16,Chrome 103.0.5060.114,,,2022-07-15 11:08:01,2022-07-15 11:08:12,11.493s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:08:01,2022-07-15 11:08:02,1.207s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:02,2022-07-15 11:08:03,1.166s,PASSED
"click(findTestObject(""Object Repository/tc16/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:03,2022-07-15 11:08:06,2.245s,PASSED
"click(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:06,2022-07-15 11:08:07,0.908s,PASSED
"setText(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:07,2022-07-15 11:08:07,0.793s,PASSED
"setText(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:07,2022-07-15 11:08:08,0.692s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:08:08,2022-07-15 11:08:08,0.405s,PASSED
"setText(findTestObject(""tc16/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:08,2022-07-15 11:08:09,0.660s,PASSED
"click(findTestObject(""tc16/Page_soca-dashboarduser/input_Phone_form-control mb-2""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:09,2022-07-15 11:08:09,0.401s,PASSED
"setText(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:09,2022-07-15 11:08:10,0.669s,PASSED
"click(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:10,2022-07-15 11:08:11,0.361s,PASSED
"click(findTestObject(""Object Repository/tc16/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:11,2022-07-15 11:08:11,0.588s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:08:11,2022-07-15 11:08:12,1.158s,PASSED
,,,,,,,
Test Cases/TC_17,Chrome 103.0.5060.114,,,2022-07-15 11:08:12,2022-07-15 11:08:25,13.234s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:08:12,2022-07-15 11:08:14,1.198s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:14,2022-07-15 11:08:15,1.523s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:15,2022-07-15 11:08:19,3.402s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:19,2022-07-15 11:08:19,0.724s,PASSED
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:19,2022-07-15 11:08:20,0.829s,PASSED
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:20,2022-07-15 11:08:21,0.697s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:08:21,2022-07-15 11:08:21,0.400s,PASSED
"setText(findTestObject(""tc11/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:21,2022-07-15 11:08:22,0.698s,PASSED
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:22,2022-07-15 11:08:23,0.697s,PASSED
"setText(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:23,2022-07-15 11:08:23,0.667s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:23,2022-07-15 11:08:24,0.361s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:24,2022-07-15 11:08:24,0.498s,PASSED
"click(findTestObject(""Object Repository/tc11/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:24,2022-07-15 11:08:25,0.699s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:08:25,2022-07-15 11:08:25,0.647s,PASSED
,,,,,,,
Test Cases/TC_18,Chrome 103.0.5060.114,,,2022-07-15 11:08:25,2022-07-15 11:08:37,11.816s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:08:26,2022-07-15 11:08:27,1.211s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:27,2022-07-15 11:08:28,1.166s,PASSED
"click(findTestObject(""Object Repository/tc18/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:28,2022-07-15 11:08:31,3.352s,PASSED
"click(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:31,2022-07-15 11:08:32,0.770s,PASSED
"setText(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:32,2022-07-15 11:08:33,0.796s,PASSED
"setText(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:33,2022-07-15 11:08:34,0.675s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:08:34,2022-07-15 11:08:34,0.394s,PASSED
"setText(findTestObject(""tc18/Page_soca-dashboarduser/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:34,2022-07-15 11:08:35,0.687s,PASSED
"setText(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:35,2022-07-15 11:08:35,0.684s,PASSED
"setText(findTestObject(""Object Repository/tc18/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:35,2022-07-15 11:08:36,0.699s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:08:36,2022-07-15 11:08:37,1.168s,PASSED
,,,,,,,
Test Cases/TC_19,Chrome 103.0.5060.114,,,2022-07-15 11:08:37,2022-07-15 11:08:56,19.108s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:08:38,2022-07-15 11:08:39,1.721s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:39,2022-07-15 11:08:41,1.616s,PASSED
"click(findTestObject(""Object Repository/tc19/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:41,2022-07-15 11:08:45,4.178s,PASSED
"click(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:45,2022-07-15 11:08:46,0.775s,PASSED
"setText(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:46,2022-07-15 11:08:47,0.806s,PASSED
"setText(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/input_Email_form-control""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:47,2022-07-15 11:08:47,0.692s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:08:47,2022-07-15 11:08:48,0.396s,PASSED
"setText(findTestObject(""tc19/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:48,2022-07-15 11:08:48,0.659s,PASSED
"setText(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:48,2022-07-15 11:08:49,0.668s,PASSED
"setText(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:49,2022-07-15 11:08:50,0.734s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/select_IndividualCompany""), ""company"", true)",Chrome 103.0.5060.114,,,2022-07-15 11:08:50,2022-07-15 11:08:51,1.068s,PASSED
"setText(findTestObject(""tc19/Page_soca-dashboarduser/input_Company Name_form-control""), ""Birutekno"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:51,2022-07-15 11:08:52,0.815s,PASSED
"setText(findTestObject(""tc19/Page_soca-dashboarduser/input_Email Company_form-control""), ""birutekno@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:52,2022-07-15 11:08:52,0.682s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/select_Industries""), ""industries"", true)",Chrome 103.0.5060.114,,,2022-07-15 11:08:52,2022-07-15 11:08:53,1.029s,PASSED
"setText(findTestObject(""tc19/Page_soca-dashboarduser/textarea_Address_form-control-textarea mb-2""), ""Grand Sharon Residence"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:53,2022-07-15 11:08:54,0.708s,PASSED
"click(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/input_I agree to SOCAand acknowledge SOCA_m_447596""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:54,2022-07-15 11:08:54,0.374s,PASSED
"click(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/button_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:54,2022-07-15 11:08:55,0.593s,PASSED
"click(findTestObject(""Object Repository/tc19/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-15 11:08:55,2022-07-15 11:08:56,0.689s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-15 11:08:56,2022-07-15 11:08:56,0.667s,PASSED
,,,,,,,
Test Cases/TC_20,Chrome 103.0.5060.114,,,2022-07-15 11:08:56,2022-07-15 11:09:12,15.277s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-15 11:08:57,2022-07-15 11:08:58,1.713s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-15 11:08:58,2022-07-15 11:09:00,1.623s,PASSED
"click(findTestObject(""Object Repository/tc20/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-15 11:09:00,2022-07-15 11:09:02,2.410s,PASSED
"click(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/a_Sign Up""))",Chrome 103.0.5060.114,,,2022-07-15 11:09:02,2022-07-15 11:09:03,0.734s,PASSED
"setText(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/input_Fullname_form-control""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:03,2022-07-15 11:09:04,0.808s,PASSED
"setText(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/input_Email_form-control""), ""tes@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:04,2022-07-15 11:09:05,0.676s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""V4yhZFEx0HfNPf2ts0Yqfg=="")",Chrome 103.0.5060.114,,,2022-07-15 11:09:05,2022-07-15 11:09:05,0.417s,PASSED
"setText(findTestObject(""tc20/Page_soca-dashboarduser/input_Position_form-control""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:05,2022-07-15 11:09:06,0.690s,PASSED
"setText(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/input_Phone_form-control mb-2""), ""082123456789"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:06,2022-07-15 11:09:06,0.651s,PASSED
"setText(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/textarea_Description_form-control-textarea mb-2""), ""test"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:06,2022-07-15 11:09:07,0.645s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/tc20/Page_soca-dashboarduser/select_IndividualCompany""), ""company"", true)",Chrome 103.0.5060.114,,,2022-07-15 11:09:07,2022-07-15 11:09:08,0.973s,PASSED
"setText(findTestObject(""tc20/Page_soca-dashboarduser/input_Email Company_form-control""), ""birutekno@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-15 11:09:08,2022-07-15 11:09:09,0.793s,PASSED
