Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/label_Wednesday, July 19, 2000""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:08,2022-07-19 11:52:09,0.411s,PASSED
"click(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/svg_Wednesday, July 19, 2000_bi-chevron-lef_f041c2""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:09,2022-07-19 11:52:09,0.493s,PASSED
"click(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/span_18""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:09,2022-07-19 11:52:10,0.482s,PASSED
"setText(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/textarea_Address_txt-address""), ""Grand Sharon Residence"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:10,2022-07-19 11:52:10,0.911s,PASSED
"click(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/button_Submit""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:10,2022-07-19 11:52:11,0.462s,PASSED
"click(findTestObject(""Object Repository/tc25/Page_soca-ai-proctoring-dashboard/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:11,2022-07-19 11:52:13,2.451s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-19 11:52:13,2022-07-19 11:52:14,0.686s,PASSED
,,,,,,,
Test Cases/TC_26,Chrome 103.0.5060.114,,,2022-07-19 11:52:14,2022-07-19 11:52:47,32.948s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 11:52:14,2022-07-19 11:52:16,1.675s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:16,2022-07-19 11:52:19,2.821s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:19,2022-07-19 11:52:25,6.684s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/input_Email_form-control""), ""kp3skp.dev@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:25,2022-07-19 11:52:26,0.738s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-19 11:52:26,2022-07-19 11:52:27,0.430s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/button_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:27,2022-07-19 11:52:27,0.396s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:27,2022-07-19 11:52:28,1.145s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/a_Projects""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:28,2022-07-19 11:52:31,2.581s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-dashboarduser/button_Dashboard""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:31,2022-07-19 11:52:33,1.925s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/span_Master Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:33,2022-07-19 11:52:37,4.696s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/button_Add Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:37,2022-07-19 11:52:38,0.352s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:38,2022-07-19 11:52:38,0.585s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:38,2022-07-19 11:52:39,0.359s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/input_Unique Code_txt-unique""), ""12345"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:39,2022-07-19 11:52:39,0.708s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/input_Full Name_txt-full-name""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:39,2022-07-19 11:52:40,0.694s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/input_Email_txt-email""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:40,2022-07-19 11:52:41,0.730s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/label_Male""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:41,2022-07-19 11:52:41,0.352s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/input_Exam Number_txt-exam-number""), ""12345"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:41,2022-07-19 11:52:42,0.663s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/label_Wednesday, July 19, 2000""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:42,2022-07-19 11:52:42,0.388s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/svg_Wednesday, July 19, 2000_bi-chevron-lef_f041c2""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:42,2022-07-19 11:52:43,0.464s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/span_18""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:43,2022-07-19 11:52:43,0.479s,PASSED
"setText(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/textarea_Address_txt-address""), ""Grand Sharon Residence"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:43,2022-07-19 11:52:44,0.921s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/button_Submit""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:44,2022-07-19 11:52:45,0.456s,PASSED
"click(findTestObject(""Object Repository/tc26/Page_soca-ai-proctoring-dashboard/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:45,2022-07-19 11:52:46,1.763s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-19 11:52:46,2022-07-19 11:52:47,0.690s,PASSED
,,,,,,,
Test Cases/TC_27,Chrome 103.0.5060.114,,,2022-07-19 11:52:47,2022-07-19 11:53:16,29.419s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 11:52:47,2022-07-19 11:52:49,1.428s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:49,2022-07-19 11:52:51,2.788s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:51,2022-07-19 11:52:57,5.592s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/input_Email_form-control""), ""kp3skp.dev@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:52:57,2022-07-19 11:52:58,0.676s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-19 11:52:58,2022-07-19 11:52:58,0.406s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/button_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:58,2022-07-19 11:52:58,0.369s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:58,2022-07-19 11:52:59,0.793s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/a_Projects""))",Chrome 103.0.5060.114,,,2022-07-19 11:52:59,2022-07-19 11:53:02,2.314s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-dashboarduser/button_Dashboard""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:02,2022-07-19 11:53:03,1.145s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/span_Master Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:03,2022-07-19 11:53:07,3.792s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/button_Add Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:07,2022-07-19 11:53:07,0.349s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:07,2022-07-19 11:53:07,0.585s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:07,2022-07-19 11:53:08,0.348s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/input_Unique Code_txt-unique""), ""12345"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:08,2022-07-19 11:53:08,0.705s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/input_Full Name_txt-full-name""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:08,2022-07-19 11:53:09,0.679s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/input_Email_txt-email""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:09,2022-07-19 11:53:10,0.724s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/label_Male""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:10,2022-07-19 11:53:10,0.400s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/input_Exam Number_txt-exam-number""), ""12345"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:10,2022-07-19 11:53:11,0.674s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/label_Wednesday, July 19, 2000""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:11,2022-07-19 11:53:11,0.379s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/svg_Wednesday, July 19, 2000_bi-chevron-lef_f041c2""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:11,2022-07-19 11:53:12,0.702s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/span_18""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:12,2022-07-19 11:53:13,0.590s,PASSED
"setText(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/textarea_Address_txt-address""), ""Grand Sharon Residence"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:13,2022-07-19 11:53:13,0.823s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/button_Submit""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:13,2022-07-19 11:53:14,0.466s,PASSED
"click(findTestObject(""Object Repository/tc27/Page_soca-ai-proctoring-dashboard/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:14,2022-07-19 11:53:16,1.788s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-19 11:53:16,2022-07-19 11:53:16,0.695s,PASSED
,,,,,,,
Test Cases/TC_28,Chrome 103.0.5060.114,,,2022-07-19 11:53:16,2022-07-19 11:53:50,33.949s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 11:53:17,2022-07-19 11:53:18,1.300s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:18,2022-07-19 11:53:28,9.764s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:28,2022-07-19 11:53:34,6.542s,PASSED
"setText(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/input_Email_form-control""), ""kp3skp.dev@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:34,2022-07-19 11:53:35,0.686s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-19 11:53:35,2022-07-19 11:53:35,0.408s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/button_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:35,2022-07-19 11:53:36,0.384s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:36,2022-07-19 11:53:37,0.807s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/a_Projects""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:37,2022-07-19 11:53:39,2.397s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-dashboarduser/button_Dashboard""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:39,2022-07-19 11:53:40,1.176s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/span_Master Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:40,2022-07-19 11:53:44,4.045s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/button_Add Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:44,2022-07-19 11:53:44,0.339s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:44,2022-07-19 11:53:45,0.563s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:45,2022-07-19 11:53:45,0.367s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/button_Upload Image""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:45,2022-07-19 11:53:46,0.392s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/input_Unique Code_txt-unique""), STOP_ON_FAILURE)",Chrome 103.0.5060.114,,,2022-07-19 11:53:46,2022-07-19 11:53:46,0.362s,PASSED
"setText(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/input_Full Name_txt-full-name""), ""Arpriansah"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:46,2022-07-19 11:53:47,0.707s,PASSED
"setText(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/input_Email_txt-email""), ""arpriansah@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:47,2022-07-19 11:53:48,0.700s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/label_Male""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:48,2022-07-19 11:53:48,0.382s,PASSED
"setText(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/input_Exam Number_txt-exam-number""), ""12345"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:48,2022-07-19 11:53:49,0.657s,PASSED
"setText(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/textarea_Address_txt-address""), ""Grand Sharon Residence"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:49,2022-07-19 11:53:49,0.683s,PASSED
"click(findTestObject(""Object Repository/tc28/Page_soca-ai-proctoring-dashboard/button_Submit""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:49,2022-07-19 11:53:50,0.379s,PASSED
closeBrowser(),Chrome 103.0.5060.114,,,2022-07-19 11:53:50,2022-07-19 11:53:50,0.682s,PASSED
,,,,,,,
Test Cases/TC_29,Chrome 103.0.5060.114,,,2022-07-19 11:53:50,2022-07-19 11:54:25,34.688s,PASSED
"openBrowser("""")",Chrome 103.0.5060.114,,,2022-07-19 11:53:51,2022-07-19 11:53:52,1.336s,PASSED
"navigateToUrl(""https://soca.ai/home"")",Chrome 103.0.5060.114,,,2022-07-19 11:53:52,2022-07-19 11:53:58,6.298s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca.ai/a_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:53:58,2022-07-19 11:54:05,7.036s,PASSED
"setText(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/input_Email_form-control""), ""kp3skp.dev@gmail.com"")",Chrome 103.0.5060.114,,,2022-07-19 11:54:05,2022-07-19 11:54:06,0.661s,PASSED
"setEncryptedText(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/input_Password_form-control mb-2""), ""RigbBhfdqODKcAsiUrg+1Q=="")",Chrome 103.0.5060.114,,,2022-07-19 11:54:06,2022-07-19 11:54:06,0.411s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/button_Sign In""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:06,2022-07-19 11:54:07,0.353s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/button_OK""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:07,2022-07-19 11:54:07,0.703s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/a_Projects""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:07,2022-07-19 11:54:10,2.237s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-dashboarduser/button_Dashboard""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:10,2022-07-19 11:54:11,1.043s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-ai-proctoring-dashboard/span_Master Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:11,2022-07-19 11:54:17,6.382s,PASSED
"click(findTestObject(""Object Repository/tc29/Page_soca-ai-proctoring-dashboard/button_Add Users""))",Chrome 103.0.5060.114,,,2022-07-19 11:54:17,2022-07-19 11:54:17,0.357s,PASSED
